release_date,channel,version,dart_sdk_version,engine_commit,snapshot_hash
2021-07-01T22:45:40.189203Z,stable,2.2.3,2.13.4,241c87ad800beeab545ab867354d4683d5bfb6ce,e4a09dbf2bb120fe4674e0576617a0dc
2021-06-25T23:07:46.452426Z,beta,2.3.0-24.1.pre,None,9d517f475ba1282b619477bde8e708d6a34287cf,7a5b240780941844bae88eca5dbaa7b8
2021-06-17T00:37:48.018361Z,dev,2.3.0-24.0.pre,None,ddbac024d165c373396e1f125666848d1539a38d,7a5b240780941844bae88eca5dbaa7b8
2021-06-11T18:59:42.020688Z,stable,2.2.2,2.13.3,91c9fc8fe011352879e3bb6660966eafc0847233,e4a09dbf2bb120fe4674e0576617a0dc
2021-06-11T18:37:58.905573Z,beta,2.2.2,2.13.3,91c9fc8fe011352879e3bb6660966eafc0847233,e4a09dbf2bb120fe4674e0576617a0dc
2021-05-28T00:10:53.758976Z,dev,2.3.0-16.0.pre,None,2f067fc4c57d53e565532f4e188c947fe48cd57d,b94a04a25144701785e6e30df9f2d66d
2021-05-27T23:12:48.651764Z,stable,2.2.1,2.13.1,0fdb562ac8068ce3dda6b69aca3f355f4d1d2718,e4a09dbf2bb120fe4674e0576617a0dc
2021-05-19T21:19:41.989636Z,beta,2.2.0,2.13.0,a9d88a4d182bdae23e3a4989abfb7ea25954aad1,e4a09dbf2bb120fe4674e0576617a0dc
2021-05-18T23:20:33.552100Z,dev,2.3.0-12.1.pre,None,26e217e6c3d487bb3c0cbf8a7edb378952a51d33,03e6d2a403f559edb69f9e16146a50f2
2021-05-18T19:17:17.138745Z,stable,2.2.0,2.13.0,a9d88a4d182bdae23e3a4989abfb7ea25954aad1,e4a09dbf2bb120fe4674e0576617a0dc
2021-05-10T23:46:36.836918Z,dev,2.3.0-1.0.pre,None,e7939e091e2c995db93e8febd2814e9235225925,960c5f6e01bf057848eae4f97e563a36
2021-05-10T20:26:30.458311Z,beta,2.2.0-10.3.pre,None,a123e75c6082da3a08f229b9c565e64b5b24a8a3,e4a09dbf2bb120fe4674e0576617a0dc
2021-04-30T18:55:55.681560Z,stable,2.0.6,2.12.3,05e680e202af9a92461070cb2d9982acad46c83c,5b97292b25f0a715613b7a28e0734f77
2021-04-29T19:24:48.246375Z,beta,2.2.0-10.2.pre,None,91ed51e05c68efdbddf642735f164fc914358cff,e4a09dbf2bb120fe4674e0576617a0dc
2021-04-27T16:47:41.489410Z,dev,2.3.0-0.1.pre,None,de6e1adf9730aad8e531690d2b3752b663ebbdaa,e89bb14ef57e26574631b8178f11ee79
2021-04-16T18:02:50.882857Z,stable,2.0.5,2.12.3,b09f014e9658da6647361e7e416d1a159d34192d,5b97292b25f0a715613b7a28e0734f77
2021-04-15T22:30:23.747628Z,beta,2.2.0-10.1.pre,None,d2a2e93510ad6cfc3d62a90d903b7056e4da8264,34f6eec64e9371856eaaa278ccf56538
2021-04-15T21:38:17.994457Z,dev,2.2.0-10.1.pre,None,d2a2e93510ad6cfc3d62a90d903b7056e4da8264,34f6eec64e9371856eaaa278ccf56538
2021-04-02T20:38:34.337921Z,stable,2.0.4,2.12.2,2dce47073a378673f6ca095e91b8065544c3a881,5b97292b25f0a715613b7a28e0734f77
2021-03-19T20:20:00.679525Z,stable,2.0.3,2.12.2,3459eb24361807fb186953a864cf890fa8e9d26a,5b97292b25f0a715613b7a28e0734f77
2021-03-18T21:12:39.692985Z,beta,2.1.0-12.2.pre,None,711ab3fda05004ee5f6035f2a0bf099fca39a129,39a9141bbcc3cae43e6f9f6b7fbaafe3
2021-03-15T17:14:38.354510Z,beta,2.0.2,2.12.1,5d8bf811b3072390933d69f3e289a4bb673636c4,5b97292b25f0a715613b7a28e0734f77
2021-03-13T01:00:51.363231Z,dev,2.1.0-12.1.pre,None,711ab3fda05004ee5f6035f2a0bf099fca39a129,39a9141bbcc3cae43e6f9f6b7fbaafe3
2021-03-12T20:19:40.351677Z,stable,2.0.2,2.12.1,5d8bf811b3072390933d69f3e289a4bb673636c4,5b97292b25f0a715613b7a28e0734f77
2021-03-04T21:11:40.554587Z,beta,2.0.1,2.12.0,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
2021-03-04T19:56:41.907628Z,stable,2.0.1,2.12.0,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
2021-03-03T19:18:35.641761Z,dev,2.1.0-10.0.pre,None,a252ec09b74cca0f8d8d3450566bf77c77f81e8d,f6a6cef736ffc4c3af80bffd37d6e45b
2021-03-03T18:57:32.831474Z,beta,2.0.0,2.12.0,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
2021-03-03T17:53:29.475945Z,stable,2.0.0,2.12.0,40441def692f444660a11e20fac37af9050245ab,5b97292b25f0a715613b7a28e0734f77
2021-02-25T17:57:01.215425Z,beta,1.26.0-17.8.pre,None,042c82b02c83c20e57a67d86a8d3b7677d983556,5b97292b25f0a715613b7a28e0734f77
2021-02-24T23:10:48.874181Z,dev,1.27.0-8.0.pre,None,6993cb229b99e6771c6c6c2b884ae006d8160a0f,e8b7543ba0865c5bac45bf158bb3d4c1
2021-02-24T18:23:49.549824Z,beta,1.26.0-17.7.pre,None,4a466e17cb02da06e9e256a278cb9779f2abb245,5b97292b25f0a715613b7a28e0734f77
2021-02-17T23:07:43.415947Z,dev,1.27.0-4.0.pre,None,1d537824d6d29bf9967172d32450ef0671097cef,e8b7543ba0865c5bac45bf158bb3d4c1
2021-02-16T19:18:21.576549Z,beta,1.26.0-17.6.pre,None,21fa8bb99e9a20563d9a7d39afeba8e5c811a7eb,5b97292b25f0a715613b7a28e0734f77
2021-02-11T17:51:48.205806Z,beta,1.26.0-17.5.pre,None,d4453f601890ec682bbf8f5659b70f15cce1d67d,5b97292b25f0a715613b7a28e0734f77
2021-02-10T23:56:37.818743Z,dev,1.27.0-1.0.pre,None,b04955656c87de0d80d259792e3a0e4a23b7c260,3309d422163e238c4f079ab2eff8468e
2021-01-29T18:20:51.623493Z,dev,1.26.0-17.1.pre,None,5d3477eab415fbcc3d58624b07f0a768f8208f98,f825989a7b7325a3cb548893706a89cd
2021-01-25T19:47:03.570647Z,stable,1.22.6,None,2f0af3715217a0c2ada72c717d4ed9178d68f6ed,8ee4ef7a67df9845fba331734198a953
2021-01-21T18:36:56.763964Z,dev,1.26.0-12.0.pre,None,effb529ecec86cbcad2ced2a567cb14ab20b10d5,37f5a68f6d9885a875de9587a2fb600c
2021-01-15T19:54:29.877720Z,beta,1.25.0-8.3.pre,None,7a8f8ca02c276dce02f8dd42a44e776ac03fa9bc,9e2165577cef0f0f70f9ff072107920c
2021-01-13T17:25:01.089187Z,dev,1.26.0-8.0.pre,None,42a8d4c681baf87d2f2829ed3728eee4fe2bc3fe,aec2861b8a7fb93059cdbfbaf230c8a4
2021-01-06T00:07:32.178315Z,beta,1.25.0-8.2.pre,None,92ae191c17a53144bf4d62f3863c110be08e3fd3,9e2165577cef0f0f70f9ff072107920c
2020-12-16T22:07:55.041449Z,dev,1.26.0-1.0.pre,None,4797b066524201e86d6bc5c110104c390899f264,829d11a5989e6bd2526c514b9c2e410e
2020-12-16T21:55:19.340490Z,beta,1.25.0-8.1.pre,None,92ae191c17a53144bf4d62f3863c110be08e3fd3,9e2165577cef0f0f70f9ff072107920c
2020-12-10T22:57:36.709896Z,stable,1.22.5,None,ae90085a8437c0ae94d6b5ad2741739ebc742cb4,8ee4ef7a67df9845fba331734198a953
2020-12-10T19:30:31.030402Z,dev,1.25.0-8.0.pre,None,df39e5c51517a73e61647286ab21252074512c63,9e2165577cef0f0f70f9ff072107920c
2020-12-02T17:01:50.738702Z,dev,1.25.0-4.0.pre,None,20caf549695193a9920ca37752eca4f141bbef31,9a7ca53956616eff82b5118a5646ecd7
2020-11-19T15:26:06.042451Z,beta,1.24.0-10.2.pre,None,07c1eed46b9d9b58df78566e9b8b2e42e80d3380,a2bdb58c7edf9471da9180bf8185e7f7
2020-11-18T22:26:37.493313Z,dev,1.24.0-10.2.pre,None,07c1eed46b9d9b58df78566e9b8b2e42e80d3380,a2bdb58c7edf9471da9180bf8185e7f7
2020-11-16T20:57:04.768750Z,dev,1.24.0-10.1.pre,None,bd390c0310ed240f5781b55b6eb6d5b9f0e2955f,a2bdb58c7edf9471da9180bf8185e7f7
2020-11-13T20:11:42.086473Z,stable,1.22.4,2.10.4,2c956a31c0a3d350827aee6c56bb63337c5b4e6e,8ee4ef7a67df9845fba331734198a953
2020-11-05T00:26:10.692106Z,dev,1.24.0-7.0.pre,None,073263e39d1d12313c9622ac3788cc9f2b01f582,5f5dd71f0d89fecf2ed8f6e87c213275
2020-10-30T19:32:26.946345Z,dev,1.24.0-6.0.pre,None,073263e39d1d12313c9622ac3788cc9f2b01f582,5f5dd71f0d89fecf2ed8f6e87c213275
2020-10-30T16:35:53.176150Z,stable,1.22.3,2.10.3,a1440ca392ca23e874a105c5f3248b495bd0e247,8ee4ef7a67df9845fba331734198a953
2020-10-22T21:19:29.265296Z,dev,1.24.0-3.0.pre,None,defa8be2b10650dad50dfee9324ed8d16eeec13f,2271cfbd1a08b3bb99ea8727cdd0e564
2020-10-20T02:45:48.918341Z,dev,1.24.0-1.0.pre,None,069b3cf8f093d44ec4bae1319cbfdc4f8b4753b6,1448a25ffd3b0f8d97bcd5eb5980feb6
2020-10-16T18:22:30.509912Z,stable,1.22.2,2.10.2,b8752bbfff0419c8bf616b602bc59fd28f6a3d1b,8ee4ef7a67df9845fba331734198a953
2020-10-15T23:29:05.996433Z,beta,1.23.0-18.1.pre,None,1d12d82d9cb54876f58044aa52198d53ec841c3d,953aa80d78c4d8886e3e4d784fd9d95f
2020-10-14T00:38:49.787667Z,dev,1.23.0-18.0.pre,None,66344068899635154addec16005167113b9c1e9d,953aa80d78c4d8886e3e4d784fd9d95f
2020-10-12T18:10:16.613698Z,dev,1.23.0-13.0.pre,None,443cd5a1e1b3ef5d98953a6f4cf1b30df582d0ca,49f28fbe1e16c41d8bc794b024c9171b
2020-10-08T22:00:09.613324Z,stable,1.22.1,2.10.1,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d,8ee4ef7a67df9845fba331734198a953
2020-10-08T21:41:58.867531Z,beta,1.22.0-12.4.pre,None,75bef9f6c8ac2ed4e1e04cdfcd88b177d9f1850d,8ee4ef7a67df9845fba331734198a953
2020-10-01T23:27:31.491417Z,dev,1.23.0-7.0.pre,None,3a73d073c8bedb678d82ee78daf05037b3a7a85e,70cbcf7b49d7e90b8b50ec409457f1f2
2020-10-01T14:34:00.881067Z,stable,1.22.0,2.10.0,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec,8ee4ef7a67df9845fba331734198a953
2020-09-29T20:24:32.881819Z,beta,1.22.0-12.3.pre,None,5babba6c4d25fa237bbf755ab85c9a0c50b3c6ec,8ee4ef7a67df9845fba331734198a953
2020-09-28T16:48:05.583300Z,beta,1.22.0-12.2.pre,None,f763b5b9b936872bc6c84b4395286ce684e3b431,8ee4ef7a67df9845fba331734198a953
2020-09-22T21:17:39.925058Z,dev,1.23.0-4.0.pre,None,2abe69c6081888f28217d8dece4fde2f5490fbab,ebd546b338c127fc12395d652327c084
2020-09-16T17:16:40.811444Z,beta,1.22.0-12.1.pre,None,4654fc6cf6416daae78eac2c211ad84c46e21625,8ee4ef7a67df9845fba331734198a953
2020-09-15T17:49:01.042713Z,stable,1.20.4,2.9.2,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
2020-09-14T21:53:13.773392Z,dev,1.22.0-12.0.pre,None,fee6f9e5333472a1931d00f521252901d60e0c76,8ee4ef7a67df9845fba331734198a953
2020-09-02T18:06:30.513925Z,stable,1.20.3,2.9.2,d1bc06f032f9d6c148ea6b96b48261d6f545004f,04645b6182fad3d68350d84669869ce5
2020-09-01T19:39:00.885280Z,dev,1.22.0-9.0.pre,None,07e2520d5d8f837da439317adab4ecd7bff2f72d,f5de31057025dabaeb9262ec1b8ef33b
2020-08-28T18:39:17.092143Z,beta,1.21.0-9.2.pre,None,20a953183580250aac2e15d36007664118bda5ab,5f40b0a9f04b5018fa08a9b67fd316cd
2020-08-21T22:07:11.688251Z,dev,1.22.0-1.0.pre,None,81027ab0cc0e7974beee760eb042827a44dd12f3,3fbb5898e1b2294b3b432e5a9baa47c3
2020-08-19T18:43:17.164133Z,beta,1.21.0-9.1.pre,None,267070c17a6956de1a03dbe09cda56f0c485f41b,5f40b0a9f04b5018fa08a9b67fd316cd
2020-08-14T21:07:28.246902Z,beta,1.20.2,2.9.1,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
2020-08-13T21:49:57.376494Z,stable,1.20.2,2.9.1,9d5b21729ff53dbf8eadd8bc97e0e30d77abec95,04645b6182fad3d68350d84669869ce5
2020-08-13T17:31:36.085672Z,dev,1.21.0-9.0.pre,None,6d86e67f04d8b8cf16c64b466a4e7a04c497f271,5f40b0a9f04b5018fa08a9b67fd316cd
2020-08-07T16:47:56.936647Z,dev,1.21.0-7.0.pre,None,083282e33bbb0f7c7cbb9eb2fd1af06ecb636ea9,d87fcd044a4c80e6c35920fc6cdb2942
2020-08-06T17:51:18.839916Z,stable,1.20.1,2.9.0,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
2020-08-05T14:29:36.789739Z,stable,1.20.0,2.9.0,c8e3b9485386425213e2973126d6f57e7ed83c54,04645b6182fad3d68350d84669869ce5
2020-08-03T21:49:15.216860Z,beta,1.20.0-7.4.pre,None,d6ee1499c27a156a797d9f1539ffb7892855c1d0,04645b6182fad3d68350d84669869ce5
2020-07-29T03:34:51.537375Z,beta,1.20.0-7.3.pre,None,ac95267aef5175b3f6c3387d502070c68f588ad5,04645b6182fad3d68350d84669869ce5
2020-07-21T16:18:22.967962Z,beta,1.20.0-7.2.pre,None,60b269d898cbe0be27e9b9ba9d21eae97b887ab6,8b2ca977d1d2920b9839d1b60eade6a7
2020-07-17T03:24:03.608448Z,dev,1.21.0-1.0.pre,None,99c2b3a2455511c3fd37521d9b00972c5345b75b,cf28bbe6b5e0f24ecb48ca8abbcb5f57
2020-07-11T04:18:51.678227Z,dev,1.20.0-7.1.pre,None,d48085141c2f201b1c534e6926eb39bb52d9db3e,8b2ca977d1d2920b9839d1b60eade6a7
2020-07-09T19:21:38.263441Z,dev,1.20.0-7.0.pre,None,0dc86cda19d55aba8b719231c11306eeaca4b798,8b2ca977d1d2920b9839d1b60eade6a7
2020-07-05T04:53:44.915768Z,dev,1.20.0-3.0.pre,None,a751393804dcc8655c3361c1faf256c9291bf26b,ec7f41beae0c8f00109820695ab99a20
2020-07-01T23:46:59.532838Z,beta,1.19.0-4.3.pre,None,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
2020-07-01T23:27:53.160554Z,beta,1.19.0-4.2.pre,None,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
2020-07-01T23:26:51.051094Z,dev,1.20.0-2.0.pre,None,91a63d6a44c56ca13baadccedc46fd66b001fdbc,76070dd606744a9afc332cb66b613df2
2020-07-01T23:24:33.419295Z,stable,1.17.5,None,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
2020-06-18T16:04:42.724586Z,stable,1.17.4,None,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
2020-06-11T15:33:43.923597Z,dev,1.20.0-0.0.pre,None,e8c13aa012c915c6a290d2a85950af67303e75f9,5a08c49b17aec9162c816303a1433354
2020-06-10T22:07:46.350990Z,beta,1.19.0-4.1.pre,None,9a28c3bcf40ce64fee61e807ee3e1395fd6bd954,59da07d9da5a83be4ce75b7913b63dbd
2020-06-09T23:56:14.424965Z,dev,1.19.0-5.0.pre,None,c7f9725521c0dff7712d54f26322ac3463572394,e81d7685ffc22e522c8dde5061e3e0f8
2020-06-05T16:39:36.057354Z,dev,1.19.0-4.0.pre,None,d17c84e7af9081ea95cc4563559fd53e119e6038,59da07d9da5a83be4ce75b7913b63dbd
2020-06-04T17:15:43.744344Z,stable,1.17.3,None,ee76268252c22f5c11e82a7b87423ca3982e51a7,be7d304ff826e2dfac63538e227c3cc5
2020-06-02T20:25:12.215535Z,dev,1.19.0-3.0.pre,None,e39301f23f324d1685678bcbb1682643e22b3a67,92b48f782c20c41a191a2298e8c4a537
2020-06-01T17:41:58.968805Z,dev,1.19.0-2.0.pre,None,923687f0e7ff0cddcbd05c98fd3ca12db9c45ac8,92b48f782c20c41a191a2298e8c4a537
2020-05-28T21:45:26.846070Z,stable,1.17.2,None,b851c718295a896918dc93cb1ff14f2f895a1b90,be7d304ff826e2dfac63538e227c3cc5
2020-05-14T17:55:40.355488Z,beta,1.18.0-11.1.pre,None,ef9215ceb2884ddf520d321bcd822d1461330876,b58ead73b2c5dfec69565df469bba387
2020-05-13T18:12:10.369553Z,stable,1.17.1,None,6bc433c6b6b5b98dcf4cc11aff31cdee90849f32,74edb834fac3fcea79d7ac2d1d6f1fb2
2020-05-12T22:42:16.142124Z,dev,1.19.0-1.0.pre,None,d96f962ca21a104b08836f34814eb6b267937511,f5ea1e9940b6aaf4df2649a6d379928b
2020-05-08T19:40:11.308167Z,dev,1.19.0-0.0.pre,None,3953c3ccd15a54a0718700aa11ead664b264b7dd,2692b1e03fdf2af47afad07f294e9a9c
2020-05-07T17:15:45.535198Z,dev,1.18.0-13.0.pre,None,d6aa099de7c700e7ce44f4ddeb0fc1a078bd0067,2692b1e03fdf2af47afad07f294e9a9c
2020-05-06T22:11:06.703984Z,dev,1.18.0-12.0.pre,None,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
2020-05-06T18:45:38.119972Z,dev,1.18.0-11.0.pre,None,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
2020-05-06T14:34:15.140240Z,stable,1.17.0,None,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
2020-05-06T01:46:06.990181Z,dev,1.18.0-10.0.pre,None,33d2367950154e7f8daf9ce9992a450016289a5f,b58ead73b2c5dfec69565df469bba387
2020-05-05T23:13:38.294534Z,dev,1.18.0-9.0.pre,None,040747ed404590aa25490e48b15db10a75e16cba,591abdc59f04644e4d7645c3f0a0f31b
2020-05-02T20:36:26.070374Z,beta,1.17.0-3.4.pre,None,540786dd51f112885a89792d678296b95e6622e5,74edb834fac3fcea79d7ac2d1d6f1fb2
2020-04-29T00:00:51.503450Z,beta,1.17.0-3.3.pre,None,376ad6a64b08aa26005e3f82aed26de2e290b572,74edb834fac3fcea79d7ac2d1d6f1fb2
2020-04-24T16:42:21.099303Z,dev,1.18.0-8.0.pre,None,d2ec21221e299b56e6ecb297e7710c63e7b7ba87,593ab10defb2c9b323d552241c790db7
2020-04-24T13:01:43.529635Z,dev,1.18.0-7.0.pre,None,fe14e03236ca03f4c98056fbccd66e89b5281e15,593ab10defb2c9b323d552241c790db7
2020-04-22T17:16:41.221090Z,beta,1.17.0-3.2.pre,None,4c8c31f591882b3c668992d2e9da761118899f38,74edb834fac3fcea79d7ac2d1d6f1fb2
2020-04-21T22:15:53.662665Z,dev,1.18.0-6.0.pre,None,2bde4f0ae4304d8c6d4ed7d5d0a54bc4010f2196,584f76703bdc27bf8e9cf560354e873b
2020-04-17T21:40:00.498256Z,stable,v1.12.13+hotfix.9,None,af51afceb8886cc11e25047523c4e0c7e1f5d408,20e5c4f7dc44368ac5a17643b93665f6
2020-04-17T21:38:14.667745Z,dev,1.18.0-dev.5.0,None,beb8a7ec48f6b980a778d19eeda613635c3897c9,28e5a4c9b745e287b24fc03101d8c4d1
2020-04-07T04:25:05.542718Z,dev,1.18.0-dev.3.0,None,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
2020-04-06T23:33:17.301127Z,dev,1.18.0-dev.2.0,None,df257e59c24175e1f7181db7524c6df605e50031,8d250dca7ec13e13f7ee6d4dc6e4c866
2020-04-06T23:15:19.371085Z,beta,1.17.0-dev.3.1,None,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
2020-04-06T19:06:05.220571Z,dev,1.18.0-dev.1.0,None,4cfbe45033ef2788512932fd75d51c84036c204a,5755f145e518c3a3e5467bc0e4206ca0
2020-04-04T23:15:42.693465Z,dev,1.18.0-dev.0.0,None,09bc1fc45e505118e96afedd7ba365e593369697,5755f145e518c3a3e5467bc0e4206ca0
2020-04-04T00:59:29.604092Z,dev,1.17.0-dev.5.0,None,f56e678e7fa9f1249253f06c8c0797ddc67a9df2,d577004bdd4b0ae4aff1fe9418f8e108
2020-04-03T00:00:48.379173Z,dev,1.17.0-dev.4.0,None,8166a91bca11b83c16fba8f8fd407e937a2ac89c,d577004bdd4b0ae4aff1fe9418f8e108
2020-04-02T18:55:26.271012Z,dev,1.17.0-dev.3.0,None,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
2020-04-02T17:23:44.462422Z,dev,1.17.0-dev.2.0,None,c9506cb8e93e5e8879152ff5c948b175abb5b997,9e7cb7c9394c24c2398410b902673e13
2020-04-01T22:17:03.293061Z,dev,1.17.0-dev.1.0,None,fc5b44c901ceb37d3f98715b2b9d857ca64e4db6,9e7cb7c9394c24c2398410b902673e13
2020-03-31T19:32:26.714019Z,dev,1.17.0-dev.0.0,None,c779894d089554620134408b3cb6ea515489dc14,fcf5987e9905b9cb0284432dfa1ea2ff
2020-03-27T18:34:01.712513Z,dev,v1.16.3,None,b2bdeb3f0f1683f3e0562f491b5e316240dfbc2c,fcf5987e9905b9cb0284432dfa1ea2ff
2020-03-24T14:59:26.515147Z,dev,v1.16.2,None,2d42c74a348d98d2fd372a91953c104e58f185cd,dca728a34350ead7a40d66ae49898ab3
2020-03-19T18:16:28.667976Z,dev,v1.16.1,None,216c420a2c06e5266a60a768b3fd0b660551cc9c,f98026d2245e5193b4c4766d883cf831
2020-03-18T22:18:46.105987Z,dev,v1.16.0,None,083a7c2bcaaf8f2edd1994d2830e0b4a291e7342,3ed814dc5ba54b83877622f07f8efe6a
2020-03-17T17:25:39.733672Z,beta,v1.15.17,None,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
2020-03-16T19:36:37.526998Z,dev,v1.15.22,None,6801b4dae791e458db94775d675fec1fb5efb15f,21c64959ddcffbbe98dd50bf0f56acbe
2020-03-13T20:57:15.085359Z,dev,v1.15.21,None,d7a00b8b09b09d299f12ff0709438896153082a6,bcb42ad731bb2252562cf7119e8d38bf
2020-03-11T16:44:47.227798Z,dev,v1.15.20,None,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
