release_date,channel,version,dart_sdk_version,engine_commit,snapshot_hash
2020-03-10T17:35:20.848792Z,dev,v1.15.19,None,0e2c8feeeb47618ffa468bcbc7f3bd2ceb93ad6d,ee91a9191a5286c31d91a89754ba36af
2020-03-06T23:41:43.468207Z,dev,v1.15.18,None,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
2020-03-06T19:55:22.240638Z,dev,v1.15.17,None,5aff3119480996ca014ec0f8d26d74db617b5852,ee91a9191a5286c31d91a89754ba36af
2020-03-06T04:08:58.408201Z,dev,v1.15.16,None,4da196caa1ce854e0b3f97587e4220e14aa2c335,ee91a9191a5286c31d91a89754ba36af
2020-03-06T03:36:11.798004Z,dev,v1.15.15,None,3bf196591bc312b38399a598f8c9e5d752de56e2,ee91a9191a5286c31d91a89754ba36af
2020-03-06T02:23:47.980772Z,dev,v1.15.14,None,e28d26e3054ef005ec273fbedbaad257d5d393cf,ee91a9191a5286c31d91a89754ba36af
2020-03-06T01:27:25.586991Z,dev,v1.15.13,None,e28d26e3054ef005ec273fbedbaad257d5d393cf,ee91a9191a5286c31d91a89754ba36af
2020-03-05T23:38:34.152662Z,dev,v1.15.12,None,2e2a9e192d3d8f4f8aa96ca283947f4125bf836c,eec64b4f56ed7083f6b3f9215bc00ee4
2020-03-05T21:13:06.385008Z,dev,v1.15.11,None,3e380092e270846373ee9739406bf471050c02c6,eec64b4f56ed7083f6b3f9215bc00ee4
2020-03-05T18:46:54.555210Z,dev,v1.15.10,None,7df0a6e35e5c1a4e541fb53538bc527daa41ba7c,eec64b4f56ed7083f6b3f9215bc00ee4
2020-03-05T05:37:28.243265Z,dev,v1.15.9,None,810727bf3f8f7a9d23ee8e65a5209944c80fde58,8df17e43f5d039756a4be463bd53f16c
2020-03-05T03:14:51.335838Z,dev,v1.15.8,None,810727bf3f8f7a9d23ee8e65a5209944c80fde58,8df17e43f5d039756a4be463bd53f16c
2020-03-05T02:23:36.154290Z,dev,v1.15.7,None,b77f509e0bb80f3e5988d36df34d4841cf344fa4,8df17e43f5d039756a4be463bd53f16c
2020-03-05T01:25:11.376021Z,dev,v1.15.6,None,b77f509e0bb80f3e5988d36df34d4841cf344fa4,8df17e43f5d039756a4be463bd53f16c
2020-03-04T23:34:47.423859Z,dev,v1.15.5,None,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac,8df17e43f5d039756a4be463bd53f16c
2020-03-04T21:38:53.752089Z,dev,v1.15.4,None,90bd6f8148178b5cfe80ab21b3dc36ab7d49f6ac,8df17e43f5d039756a4be463bd53f16c
2020-02-11T22:00:18.927951Z,stable,v1.12.13+hotfix.8,None,e1e6ced81d029258d449bdec2ba3cddca9c2ca0c,20e5c4f7dc44368ac5a17643b93665f6
2020-02-11T18:08:56.423824Z,dev,v1.15.3,None,6158f03ef5fae3ef620264595021609ed9ea3a5c,1ef14c4736dbf4b1913c1159a52912f7
2020-02-07T23:06:56.001552Z,dev,v1.15.2,None,f34bc65bee49e1ac33d7bab178d1e4b4dd346881,ea0806b1a49f2f2088770b414ead0a35
2020-02-06T23:04:49.071209Z,dev,v1.15.1,None,81dffd1241e67f7e514b5fcc9eab4902721ae575,7e3316e180825d1f779f78c2d77a47d8
2020-02-06T14:47:20.237810Z,dev,v1.15.0,None,81dffd1241e67f7e514b5fcc9eab4902721ae575,7e3316e180825d1f779f78c2d77a47d8
2020-02-05T19:47:13.642202Z,beta,v1.14.6,None,c4229bfbbae455ad69c967be19aee3fadd6486e1,e739779cc1d28f0f697a92f2daf5f10f
2020-01-29T01:52:39.479736Z,dev,v1.14.6,None,c4229bfbbae455ad69c967be19aee3fadd6486e1,e739779cc1d28f0f697a92f2daf5f10f
2020-01-27T18:40:49.492985Z,dev,v1.14.5,None,439a21816e61b8ede0a884470f99f8b6f4307fd0,8647fa5ecfc24d126d8256b30b1ff5c6
2020-01-27T16:03:26.295545Z,stable,v1.12.13+hotfix.7,None,a67792536ca236a971d0efbcfd7af4efb8f6c119,20e5c4f7dc44368ac5a17643b93665f6
2020-01-25T01:00:32.350888Z,dev,v1.14.4,None,83a64b7233d58809062846391422571f94f0f9d8,e7c20657d2570e8390cf59131adde9f6
2020-01-22T01:28:39.478011Z,dev,v1.14.3,None,c15efb9231a49e6a2fb21c87bc1289e6aeee71a9,e7c20657d2570e8390cf59131adde9f6
2020-01-21T20:17:02.859831Z,dev,v1.14.2,None,ecc74c966d1433bf4f5e233a4aad17dfe8ce1bdd,b1db3321978c921cba0461fcaef73d23
2020-01-16T18:38:09.565496Z,dev,v1.14.1,None,bc41ab513932694fccaed8c2d40e2e66630fdc88,0d7dc8e47a3bed1850c97ee43898a84c
2020-01-15T23:25:38.749196Z,dev,v1.14.0,None,fd269f60bfc6fffba5ca9598761361d1f5ed6105,803754e538cf1a438b1221a2b5faf840
2020-01-15T17:38:56.683671Z,beta,v1.13.6,None,bdc9708d235e582483d299642ad8682826ebb90d,81662522448cdd4d02eb060669e5d48b
2020-01-14T21:30:53.036271Z,dev,v1.13.9,None,f001ea29f1b9664d928acfddbbd9c76a942e2238,fbfd877143383e38eee8a3f1eaeafeb5
2020-01-10T22:26:07.379531Z,dev,v1.13.8,None,3f52888b3bcf7adb9bc8d7be01f717a0c15b6618,5f03aa6ee25b575c9f3d075a19fb2043
2020-01-07T23:11:25.187283Z,dev,v1.13.7,None,eb139936eb2c17694aba3fd922adfe8a85c5e8df,d0cc0d54d92b623c9d369ca3537dc635
2020-01-02T22:35:19.652212Z,dev,v1.13.6,None,bdc9708d235e582483d299642ad8682826ebb90d,81662522448cdd4d02eb060669e5d48b
2019-12-21T02:24:22.017073Z,dev,v1.13.5,None,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
2019-12-20T20:00:43.417860Z,dev,v1.13.4,None,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
2019-12-19T21:45:48.483686Z,dev,v1.13.3,None,0f90e6546bf302bda9b1e8213a004ed5c16d13c4,675c10104e4334c9da289ab872fea2e2
2019-12-13T02:19:56.063984Z,dev,v1.13.2,None,12bf95fd49b7456f08a1274078c4b55e675ad018,0d40051733a4ee7e7793a91ed77fed67
2019-12-12T21:44:09.530459Z,dev,v1.13.1,None,12bf95fd49b7456f08a1274078c4b55e675ad018,0d40051733a4ee7e7793a91ed77fed67
2019-12-11T16:13:33.789898Z,beta,v1.12.13+hotfix.6,None,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
2019-12-11T15:48:44.133001Z,stable,v1.12.13+hotfix.5,None,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
2019-12-11T02:46:38.389095Z,beta,v1.12.13+hotfix.5,None,2994f7e1e682039464cb25e31a78b86a3c59b695,20e5c4f7dc44368ac5a17643b93665f6
2019-12-10T00:24:54.364929Z,beta,v1.12.13+hotfix.4,None,ac9391978e7c0693b75a82c219e059b6ffee35c4,20e5c4f7dc44368ac5a17643b93665f6
2019-12-06T05:46:35.069203Z,beta,v1.12.13+hotfix.3,None,ac9391978e7c0693b75a82c219e059b6ffee35c4,20e5c4f7dc44368ac5a17643b93665f6
2019-12-05T19:25:47.249683Z,dev,v1.13.0,None,617938024315e205f26ed72ff0f0647775fa6a71,69045f81def452ca6187efd1cb5e6b54
2019-12-04T18:25:08.365740Z,beta,v1.12.13+hotfix.2,None,6955b06cedb2425f4363f10642c9b0e63e496af0,20e5c4f7dc44368ac5a17643b93665f6
2019-12-03T19:11:21.659038Z,beta,v1.12.13+hotfix.1,None,c1e322b685a81c11c16bddd22282925b7d0272e8,20e5c4f7dc44368ac5a17643b93665f6
2019-12-02T19:14:12.085975Z,dev,v1.12.16,None,fad1b23c42b96197a097fe42d37171f32459fecb,20e5c4f7dc44368ac5a17643b93665f6
2019-11-27T18:51:54.821676Z,dev,v1.12.15,None,e136d637a87379658ee8f326c4e7875315d1f926,20e5c4f7dc44368ac5a17643b93665f6
2019-11-26T22:23:08.510332Z,dev,v1.12.14,None,c89ac6347b7e88a562ebc826a5ee9a07c7b4cab7,20e5c4f7dc44368ac5a17643b93665f6
2019-11-26T01:00:40.925019Z,dev,v1.12.13,None,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37,20e5c4f7dc44368ac5a17643b93665f6
2019-11-25T21:15:16.767742Z,dev,v1.12.12,None,b6b54fd60631a3828c2e2c9b079b5d1d2d8c8c37,20e5c4f7dc44368ac5a17643b93665f6
2019-11-23T21:37:20.592193Z,dev,v1.12.11,None,d1cac77d5a4edb64901341253fe9e756cb94dc34,20e5c4f7dc44368ac5a17643b93665f6
2019-11-23T07:00:43.053659Z,dev,v1.12.10,None,ad14574949f5cd0b5eddfd7bc4fd54bb56e00c72,20e5c4f7dc44368ac5a17643b93665f6
2019-11-22T23:36:37.236900Z,dev,v1.12.9,None,9f4341a2b869ade738bdce64d13075d4fe4a5677,20e5c4f7dc44368ac5a17643b93665f6
2019-11-22T06:11:06.634481Z,beta,v1.11.0,None,af04338413c3ed73316350f64248a152433073b6,2fb364d659ea53f7892be9ba5e036047
2019-11-21T21:11:45.062635Z,dev,v1.12.7,None,7a77e3625dd1db5f4f517a129707cb299c48207a,7f885169821cf7a89d8f4a49c44d414a
2019-11-21T18:03:04.261782Z,dev,v1.12.6,None,6bf311f1d62cc5a0136456748de9d20c6bd589fd,7f885169821cf7a89d8f4a49c44d414a
2019-11-21T03:15:04.156124Z,dev,v1.12.5,None,176f56329631173cec8e6b1ca6c72f34b2e9a4ed,7f885169821cf7a89d8f4a49c44d414a
2019-11-18T22:48:29.860273Z,dev,v1.12.4,None,5fb7eb753b28adbc1ca4914d9c27993027885aa7,d48b81bd7c0b41868a303d010886d8d8
2019-11-18T17:50:37.937314Z,dev,v1.12.3,None,fb9b91428b4401fee584934f4c7ffc90ff84581b,d48b81bd7c0b41868a303d010886d8d8
2019-11-15T21:44:47.045166Z,dev,v1.12.2,None,b358dc58fbcec7b235a40f550445c8d6877342e1,903f3e0c943f024d682b10f894f2e76d
2019-11-15T04:35:55.477340Z,dev,v1.12.1,None,31cd2dfca22a282e53eb449d8a3be93b8365c1bc,bd73301b201fa442c56420bbc9c5448c
2019-11-14T21:45:34.176303Z,dev,v1.12.0,None,2f69e38160a301f4070a8be25dcb66120e4548ac,2fb364d659ea53f7892be9ba5e036047
2019-11-13T23:17:18.684182Z,dev,v1.11.0,None,af04338413c3ed73316350f64248a152433073b6,2fb364d659ea53f7892be9ba5e036047
2019-11-11T19:17:17.839427Z,dev,v1.10.16,None,34a40cfbfd369544cbee9d19f212fbbe06e739c2,4d6be598cd9c0869b7062e8a4344d386
2019-11-07T02:17:46.309122Z,dev,v1.10.15,None,8ea19b1c76f69f7b50e4195f41dfb1cb49a9fe66,8c373bc801ef8907b997963d19234a03
2019-10-23T23:26:25.450309Z,stable,v1.9.1+hotfix.6,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-10-17T17:17:25.252240Z,stable,v1.9.1+hotfix.5,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-10-10T20:06:18.048291Z,beta,v1.10.7,None,9e6314d348f9b5521e3c66856324d7a9c4a928c9,c3bbfe8f226120ad0569d7b78ed2d9ef
2019-10-08T22:19:53.416441Z,dev,v1.10.14,None,1d62160fdb2f5a1d20f1dccb761a2caa96804c22,bbfd190df732926328ba445a771febf7
2019-10-08T00:50:59.247866Z,dev,v1.10.13,None,7d90779bb66f2c63444ee41b61c2d9a1c7b389ca,bbfd190df732926328ba445a771febf7
2019-10-04T22:58:22.726633Z,dev,v1.10.12,None,759d3dba259be0ac7196dcc5d94b66901942d1e5,bbfd190df732926328ba445a771febf7
2019-10-04T17:48:53.142848Z,dev,v1.10.11,None,759d3dba259be0ac7196dcc5d94b66901942d1e5,bbfd190df732926328ba445a771febf7
2019-10-04T07:50:50.026740Z,dev,v1.10.10,None,a0605af402ac9b9e54b33ad900da60845ab77961,bbfd190df732926328ba445a771febf7
2019-10-04T06:20:52.805807Z,dev,v1.10.9,None,2e163b27805be1bd178ad909f9947fe9d85c6010,bbfd190df732926328ba445a771febf7
2019-10-04T00:24:49.464836Z,dev,v1.10.8,None,aa8fcbb65283bfd8ab37475043ae2ac8fe8671f4,d0e6d7626e06ab31bf67270b37ff292a
2019-10-02T23:18:08.501227Z,dev,v1.10.7,None,9e6314d348f9b5521e3c66856324d7a9c4a928c9,c3bbfe8f226120ad0569d7b78ed2d9ef
2019-10-01T16:21:16.408035Z,stable,v1.9.1+hotfix.4,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-09-27T22:45:14.418815Z,beta,v1.9.1+hotfix.4,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-09-26T01:42:23.874819Z,beta,v1.9.1+hotfix.3,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-09-25T23:00:00.696306Z,dev,v1.10.6,None,63949eb0fd982b27adc218364805913380af7411,4d75e7eb64b77034b9e3e19577811de7
2019-09-19T23:20:01.315289Z,dev,v1.10.5,None,33ad6757e88311f4fb9d341918894e2bc30e3b20,96e8a17629cf9d73208d2cfccc930a7f
2019-09-19T04:18:59.300295Z,dev,v1.10.4,None,2289072724fff78f9b07f0619796a666e00f69a0,96e8a17629cf9d73208d2cfccc930a7f
2019-09-17T21:14:09.710470Z,dev,v1.10.3,None,7d8c6d9c1a5c1ce5303a5694bc9f49819c772f5f,9bde2343868bcfc4814fb79599613344
2019-09-14T00:11:41.581130Z,dev,v1.10.2,None,7ea9884ab00eb0b63f7793ce8664ae55af484eb1,48360207b8ee283a359d27ca7352d8a6
2019-09-10T02:24:14.047622Z,stable,v1.9.1+hotfix.2,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-09-09T23:50:46.127873Z,dev,v1.10.1,None,b9ce2500d9e57389c8b873fbbd016852c8ed8d0a,48360207b8ee283a359d27ca7352d8a6
2019-09-08T22:17:41.796824Z,beta,v1.9.1+hotfix.2,None,b863200c37df4ed378042de11c4e9ff34e4e58c9,c8562f0ee0ebc38ba217c7955956d1cb
2019-09-06T20:01:21.350193Z,dev,v1.10.0,None,e7f9ef6aa0b9040102d1b3c9a6ae934df746ef94,68cf77b6d1fc9b557802c26dd144297f
2019-09-04T01:33:58.909662Z,beta,v1.9.1+hotfix.1,None,cc88fa45dbf4c55bc23cecea17fb90f43bccf588,c8562f0ee0ebc38ba217c7955956d1cb
2019-08-29T17:43:42.823533Z,dev,v1.9.7,None,f52c0b9270de3b2fc3e2785dfa7355e70a0b5fc7,e39caccf4752459650d09c0abf4d167d
2019-08-29T02:39:04.177621Z,dev,v1.9.6,None,f8c4546eb44556ea40efdf4b108cb11477266a5e,e39caccf4752459650d09c0abf4d167d
2019-08-24T04:12:52.664427Z,dev,v1.9.5,None,72283b64196cb5df16eb4d1a782da08f320a8014,8408a7c5bd51af20e71f9a66e808f8fe
2019-08-23T22:04:15.860716Z,dev,v1.9.4,None,975a8aa5752e5774ffcd342a6f987d61bd5d84a5,8408a7c5bd51af20e71f9a66e808f8fe
2019-08-22T17:08:36.115746Z,dev,v1.9.3,None,c43739ba53ce7c0d6d6f5c9ab90a832302c0b623,762228c411824d5a7ce32f844858415f
2019-08-21T23:40:40.400558Z,dev,v1.9.2,None,3e10d92b2bbb29fc932868ee025959748285657b,6e44a52d8990d853d90cd3de014d1149
2019-08-21T18:22:56.132620Z,dev,v1.9.1,None,55406841525fba0dcb7fdf417bf021e96093459d,c8562f0ee0ebc38ba217c7955956d1cb
2019-08-15T22:34:12.938596Z,dev,v1.9.0,None,4b6b4afd6492499b72bdc59c3a633c7721708087,3bc1b74a777079816871f4b923bf77bc
2019-08-08T21:41:47.801072Z,beta,v1.8.3,None,38ac5f30a7026e870619c2e8e8c99c070d74036f,34948253b59d5a56b2ec161e17975a4e
2019-08-07T17:21:09.951106Z,dev,v1.8.4,None,26368225b5ec8c172422f0d9757c75828c11cdd1,9bc6f6130d64837dd7213aa478e1d6f1
2019-07-31T20:26:55.826423Z,dev,v1.8.3,None,38ac5f30a7026e870619c2e8e8c99c070d74036f,34948253b59d5a56b2ec161e17975a4e
2019-07-24T16:14:50.488967Z,stable,v1.7.8+hotfix.4,None,fee001c93f25a1e7258e762781a7361f122d29f5,1d7acad1540192ac459cf60344efb7c1
2019-07-19T21:02:27.844658Z,beta,v1.7.8+hotfix.4,None,fee001c93f25a1e7258e762781a7361f122d29f5,1d7acad1540192ac459cf60344efb7c1
2019-07-19T19:13:55.016591Z,dev,v1.8.2,None,75387dbc147d1cee8164f5d61582eab8ba1e5058,4997265621b29e882e50456ab42d8856
2019-07-11T21:06:56.137495Z,dev,v1.8.1,None,3c51a7bfff776e9e3011384f4ff09c13a697c6b6,4997265621b29e882e50456ab42d8856
2019-07-09T21:26:14.141143Z,stable,v1.7.8+hotfix.3,None,54ad777fd29b031b87c7a68a6637fb48c0932862,1d7acad1540192ac459cf60344efb7c1
2019-07-09T21:21:42.274658Z,beta,v1.7.8+hotfix.3,None,54ad777fd29b031b87c7a68a6637fb48c0932862,1d7acad1540192ac459cf60344efb7c1
2019-07-08T17:22:05.600230Z,stable,v1.7.8+hotfix.2,None,b1cb0d9e9b44393efeb735f664672a74732cdc8b,1d7acad1540192ac459cf60344efb7c1
2019-07-02T16:52:29.158369Z,beta,v1.7.8+hotfix.2,None,b1cb0d9e9b44393efeb735f664672a74732cdc8b,1d7acad1540192ac459cf60344efb7c1
2019-06-28T16:42:26.390467Z,dev,v1.7.11,None,f3761ba8d01fc6213db44b702c3c38bfdc5c887a,1d7acad1540192ac459cf60344efb7c1
2019-06-26T20:48:21.874605Z,dev,v1.7.10,None,ae8e6d9f46990b9585dc1fb5b8aabe491c08aaf3,1d7acad1540192ac459cf60344efb7c1
2019-06-25T02:41:33.204252Z,dev,v1.7.9,None,4444c9cb6c9f1859c1807cff415cd716bb9612ff,1d7acad1540192ac459cf60344efb7c1
2019-06-22T06:41:22.424026Z,dev,v1.7.8,None,d004bcd4d619fc3574761d63d7cf7b7291332c79,1d7acad1540192ac459cf60344efb7c1
2019-06-22T01:06:19.065095Z,dev,v1.7.7,None,a9a0b89b1c82aa657708eece3e690bf39cf0ead5,1d7acad1540192ac459cf60344efb7c1
2019-06-21T23:10:52.072637Z,dev,v1.7.6,None,a9a0b89b1c82aa657708eece3e690bf39cf0ead5,1d7acad1540192ac459cf60344efb7c1
2019-06-14T19:52:05.259027Z,dev,v1.7.4,None,2589785b5c5eaad64d1da3403048e61d8f230c48,1d7acad1540192ac459cf60344efb7c1
2019-06-07T22:20:18.312386Z,dev,v1.7.3,None,0602dbb27547cd03d8f8e816b7995cace854f7e6,25ed5741a98d25aafa175175dd75f52b
2019-06-06T16:56:37.925697Z,dev,v1.7.2,None,86aa01442b5d5a6b9b16ff3cf15d529a92d9d75c,0b4e4e38095461a47b6052ec747497ea
2019-06-04T19:33:57.340863Z,dev,v1.7.1,None,a63ef4cb4fde6a486818467d806b912f938e57f5,0b4e4e38095461a47b6052ec747497ea
2019-06-03T20:30:56.698702Z,dev,v1.7.0,None,a32df2c9280033c93a7ed089c294566dabfbf693,eac01d2272aaccf1102b49911d9861a1
2019-05-31T18:11:35.815309Z,dev,v1.6.7,None,58eff77ef2f808306f0f8d4e46d910b6210bae46,d674137c8a194053e04a8358a92c2e2a
2019-05-30T23:18:37.088506Z,beta,v1.6.3,None,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
2019-05-29T20:55:10.733302Z,dev,v1.6.6,None,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
2019-05-28T23:22:21.227945Z,dev,v1.6.5,None,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
2019-05-28T20:19:54.738436Z,dev,v1.6.4,None,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
2019-05-24T00:35:07.945768Z,dev,v1.6.3,None,8dc3a4cde2075a4f5458fd0eb199627f5124508d,c89592e3e4956c33956c8ba0f691dbd0
2019-05-23T18:19:28.406435Z,dev,v1.6.2,None,303a3910d398ee48a3411108688ebd5ccc101e8a,18595b5f46eab396a85f20129914639a
2019-05-22T22:31:26.087601Z,dev,v1.6.1,None,e3772232c2d24c174beac7ef03dff63907cdda46,18595b5f46eab396a85f20129914639a
2019-05-17T10:07:23.209741Z,dev,v1.6.0,None,832cdacc6f955f080734109900a1658ae7e0d248,063c66cf3ae51e48c330780656345989
2019-05-07T18:44:16.075690Z,stable,v1.5.4-hotfix.2,None,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
2019-05-02T17:40:50.476547Z,beta,v1.5.4-hotfix.2,None,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
2019-04-30T23:04:50.739892Z,beta,v1.5.4-hotfix.1,None,52c7a1e849a170be4b2b2fe34142ca2c0a6fea1f,eed485c757fba5d731e4054412c99f2e
2019-04-27T00:01:42.883758Z,beta,v1.5.4,None,ca31a7c57bada458fa7f5c0d3f36bc1af4ccbc79,eed485c757fba5d731e4054412c99f2e
2019-04-26T00:03:05.012539Z,dev,v1.5.8,None,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
2019-04-24T23:49:23.261049Z,dev,v1.5.7,None,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
2019-04-24T18:40:46.612634Z,dev,v1.5.6,None,c63d1cf9c9ba8c7d8546f24c1248433bdf827153,29f268f2197cadde0b55ba05fbaafbb8
2019-04-23T23:47:50.170773Z,dev,v1.5.5,None,e27c867c30dfa24461a9fab356ff57a4bb22650e,29f268f2197cadde0b55ba05fbaafbb8
2019-04-22T21:17:49.460150Z,dev,v1.5.4,None,ca31a7c57bada458fa7f5c0d3f36bc1af4ccbc79,eed485c757fba5d731e4054412c99f2e
2019-04-19T23:20:49.502145Z,dev,v1.5.3,None,06fea14e5800c35a4fc4dd10cc31b997f1be81e9,d6e24d65b1bf49f4cd41daddfe2d515b
2019-04-17T21:58:20.871350Z,dev,v1.5.2,None,fdd427241b7790a1ad86794725b311245ed3b470,a2967d784bf01190add298db8b62285b
